Group,APM,Group_Appearances,year,team,MIN,GP,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,PLUS_MINUS,player_1,player_2,player_3,player_4,player_5,player_1_rapm,player_2_rapm,player_3_rapm,player_4_rapm,player_5_rapm,player_rapm_sum
-201142-202681-203083-203552-1628971-,11.43249389,819,2022,Brooklyn Nets,134.6566667,9,45.9,95.7,0.48,13.2,32.4,0.407,13.9,18.1,0.765,13.9,32,45.9,26,12.5,9.3,7.1,22.1,118.9,1.4,Kevin Durant,Kyrie Irving,Andre Drummond,Seth Curry,Bruce Brown,3.518935129,2.241278399,1.001848916,0.645817455,-0.351061118,7.05681878
-203500-1628991-1629630-1630217-1630533-,6.625753183,832,2022,Memphis Grizzlies,208.1783333,22,46,96.3,0.477,12,32.4,0.369,15.4,22.1,0.698,14.9,34.9,49.9,25.1,13.1,8,6.2,16.6,119.3,5.5,Steven Adams,Jaren Jackson Jr.,Ja Morant,Desmond Bane,Ziaire Williams,1.285329992,1.366929956,0.69418214,2.28100186,0.087214924,5.714658872
-202709-203924-1630180-1630191-1630595-,11.82833649,1103,2022,Detroit Pistons,273.2133333,19,42.4,90.7,0.467,11.6,32.2,0.361,17.5,20.6,0.852,13.4,32.6,46,24.3,13.4,6.6,4.1,21.3,114,4.1,Cory Joseph,Jerami Grant,Saddiq Bey,Isaiah Stewart,Cade Cunningham,0.341387696,0.215333328,-1.176503194,-1.108172327,0.983160201,-0.744794296
-203486-1626179-1628970-1629023-1630163-,13.32298984,1403,2022,Charlotte Hornets,327.0266667,30,45.3,87.9,0.516,17.7,41.7,0.426,11.8,15.3,0.774,7.9,35.1,43,33,13.4,8.7,4.6,16.3,120.2,9.7,Mason Plumlee,Terry Rozier,Miles Bridges,P.J. Washington,LaMelo Ball,0.637055181,0.117073503,2.070412441,1.671931509,0.121933145,4.61840578
-202685-1627742-1628404-1628984-1630529-,10.99665477,1364,2022,New Orleans Pelicans,345.075,22,42.3,88.5,0.477,10.7,29.5,0.364,18.6,23.2,0.802,10.2,37.8,48,27.2,12.8,8.6,3.7,22.5,113.9,10.7,Jonas Valanciunas,Brandon Ingram,Josh Hart,Devonte' Graham,Herbert Jones,0.6242214,1.769387194,-0.200332014,0.857875157,1.234829513,4.28598125
-201950-203114-203507-1626171-1628960-,9.573476045,1433,2022,Milwaukee Bucks,336.8183333,36,43.5,86.3,0.505,12.9,35.9,0.36,15.6,20.4,0.763,8.9,38.2,47,28.2,11.2,7.9,4.2,14.2,115.6,10.2,Jrue Holiday,Khris Middleton,Giannis Antetokounmpo,Bobby Portis,Grayson Allen,3.393392668,0.309650223,3.019592698,1.039866348,-0.332336873,7.430165064
-201980-202699-203552-203954-1630178-,9.739791571,1001,2022,Philadelphia 76ers,249.6916667,17,40.7,87.5,0.465,11.9,31.7,0.377,17.8,21.7,0.82,6.7,36.6,43.2,22.3,10.8,6.1,4.9,16.2,111.2,10.2,Danny Green,Tobias Harris,Seth Curry,Joel Embiid,Tyrese Maxey,0.180519788,-0.019934748,0.645817455,3.465614134,0.422879396,4.694896024
-202699-203552-203954-1629680-1630178-,0.488444888,975,2022,Philadelphia 76ers,255.965,21,36.7,82.9,0.443,9.4,28.7,0.329,22.2,28.5,0.779,7.1,34.8,41.8,23.2,11.2,7.1,5.9,19.4,105.1,-10.8,Tobias Harris,Seth Curry,Joel Embiid,Matisse Thybulle,Tyrese Maxey,-0.019934748,0.645817455,3.465614134,0.468338896,0.422879396,4.982715132
-1628983-1629647-1629652-1630526-1630581-,-1.336107863,1074,2022,Oklahoma City Thunder,254.0766667,25,36,88.7,0.406,10.2,37.9,0.268,12,14.6,0.823,8.1,35.7,43.8,20.1,12.4,8.9,5.2,13.9,94.3,-17.7,Shai Gilgeous-Alexander,Darius Bazley,Luguentz Dort,Jeremiah Robinson-Earl,Josh Giddey,1.02771517,-2.096559438,-0.739520164,-1.047728299,-0.743816671,-3.599909403
-201935-202699-203954-1629680-1630178-,16.36097271,1411,2022,Philadelphia 76ers,323.4766667,20,43.3,85.2,0.509,12.6,31.1,0.404,23,27.2,0.846,7.3,34.4,41.7,28,10.8,10,5.2,18.7,122.3,18.8,James Harden,Tobias Harris,Joel Embiid,Matisse Thybulle,Tyrese Maxey,1.521614024,-0.019934748,3.465614134,0.468338896,0.422879396,5.858511702
-203493-203939-1627827-1628973-1629029-,14.35172562,1949,2022,Dallas Mavericks,366.8016667,40,45.1,84.4,0.534,16.3,38.7,0.421,19.4,25.7,0.753,8.7,34,42.7,25.4,12.2,7.3,4.3,18.7,125.9,14.4,Reggie Bullock,Dwight Powell,Dorian Finney-Smith,Jalen Brunson,Luka Doncic,2.090866704,-0.171374678,2.240193342,0.769169234,0.564478253,5.493332854
-203493-1627827-1628467-1628973-1629029-,16.12391653,852,2022,Dallas Mavericks,101.2716667,19,38.5,89.9,0.428,11.5,44.2,0.261,17.3,22.6,0.766,12.5,33.7,46.2,19.7,12.5,6.3,4.3,18.8,105.8,3.8,Reggie Bullock,Dorian Finney-Smith,Maxi Kleber,Jalen Brunson,Luka Doncic,2.090866704,2.240193342,0.540271913,0.769169234,0.564478253,6.204979446
-1628374-1628386-1629636-1630171-1630596-,14.71696148,903,2022,Cleveland Cavaliers,225.2616667,19,44.8,85.3,0.525,10.3,27.2,0.381,15.3,19.4,0.789,9.9,37.5,47.4,29.3,15.9,6.7,6.9,15.1,115.3,12.5,Lauri Markkanen,Jarrett Allen,Darius Garland,Isaac Okoro,Evan Mobley,0.473163942,0.785858407,3.496626527,0.030068455,0.145702797,4.931420127
-203926-1627749-1627751-1628401-1629640-,11.40397769,1310,2022,San Antonio Spurs,308.19,25,44.1,95.6,0.461,12,34.5,0.346,12.7,17.3,0.737,12.9,32.7,45.6,31.5,9.4,8,4.2,14.8,112.9,4.4,Doug McDermott,Dejounte Murray,Jakob Poeltl,Derrick White,Keldon Johnson,-1.333355409,1.138382487,1.388673078,1.64351587,0.968950748,3.806166775
-200752-201144-203497-203903-204060-,5.022142666,916,2022,Utah Jazz,226.345,25,39.2,86.8,0.452,16.7,43.4,0.385,19,23,0.827,12.3,37.4,49.7,23.4,13.8,5.4,4.2,15.7,114.2,17.7,Rudy Gay,Mike Conley,Rudy Gobert,Jordan Clarkson,Joe Ingles,1.163299242,1.190441305,2.303240086,1.719045028,0.581489956,6.957515618
-201939-203110-203952-1626172-1629673-,7.25033662,1515,2022,Golden State Warriors,346.5966667,29,41.9,85,0.494,13.8,36,0.383,14.5,20.7,0.699,10.4,36.5,47,30.6,17.7,8.4,6.4,20.2,112.2,6.9,Stephen Curry,Draymond Green,Andrew Wiggins,Kevon Looney,Jordan Poole,3.755251699,1.549240191,0.967305748,0.83419349,1.184541542,8.29053267
-203924-1630165-1630180-1630191-1630595-,-4.690557183,1029,2022,Detroit Pistons,256.3083333,21,36.1,91.5,0.394,10.7,32.7,0.328,12.8,15.6,0.819,15.4,32.3,47.7,22.2,16.9,6.4,5.8,21.6,95.7,-18.4,Jerami Grant,Killian Hayes,Saddiq Bey,Isaiah Stewart,Cade Cunningham,0.215333328,-1.854267005,-1.176503194,-1.108172327,0.983160201,-2.940448997
-203081-203468-203496-203994-1626181-,4.698019408,1149,2022,Portland Trail Blazers,274.2133333,17,42.3,90.2,0.469,14.4,38.9,0.371,13.1,18.2,0.72,9.5,35.3,44.8,26.8,11.5,8.5,5.3,15.3,112.1,1.2,Damian Lillard,CJ McCollum,Robert Covington,Jusuf Nurkic,Norman Powell,0.799540955,-0.246779166,1.217290231,1.094826545,-2.151247491,0.713631075
-1628964-1628976-1630175-1630532-1630591-,5.211655567,1727,2022,Orlando Magic,423.6683333,34,38.9,87.6,0.444,10.6,33.3,0.319,13.6,17.7,0.771,10.9,40.6,51.5,22.8,16,5.4,4.5,18.7,102,-1.2,Mo Bamba,Wendell Carter Jr.,Cole Anthony,Franz Wagner,Jalen Suggs,-1.745353748,1.71434387,0.212205088,0.827074368,0.086138841,1.094408419
-202689-203095-203944-1629011-1629628-,-3.272492465,1690,2022,New York Knicks,427.895,24,38,89.3,0.426,13.9,39.4,0.352,12.9,19.7,0.655,11.3,33.8,45.2,20.9,14.2,5.8,5.1,17.2,102.8,-14,Kemba Walker,Evan Fournier,Julius Randle,Mitchell Robinson,RJ Barrett,-1.579013738,0.873200028,-0.438952434,0.086024631,-0.919631863,-1.978373375
-201569-1626174-1629645-1630224-1630256-,4.28458329,1461,2022,Houston Rockets,351.7616667,27,40,85.4,0.468,13.8,37.8,0.364,16.7,23.9,0.698,8.7,34.2,42.9,23.5,13.6,7,2.8,18,110.4,0.8,Eric Gordon,Christian Wood,Kevin Porter Jr.,Jalen Green,Jae'Sean Tate,1.00321587,-0.902593556,1.273504941,-2.408739777,-0.95635781,-1.990970332
-203500-1626145-1628415-1628991-1630217-,12.119274,965,2022,Memphis Grizzlies,185.43,18,43.1,92.7,0.465,10.6,27.5,0.387,17.9,21,0.852,14.5,35.6,50.1,25.7,11.9,9.1,7.3,19.5,114.8,7.5,Steven Adams,Tyus Jones,Dillon Brooks,Jaren Jackson Jr.,Desmond Bane,1.285329992,0.802363671,2.415489957,1.366929956,2.28100186,8.151115436
